"Handle","Title","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price"
"the-crochet-tan-bikini-bottoms-black-white","The crochet tan bikini bottoms - black & white","Size","12","Color","Black & White","CROCHET-TAN-BIK-WHT-12","20.00"
"the-crochet-tan-bikini-bottoms-black-white","The crochet tan bikini bottoms - black & white","Size","14","Color","Black & White","CROCHET-TAN-BIK-WHT-14","20.00"
"the-crochet-tan-bikini-bottoms-black-white","The crochet tan bikini bottoms - black & white","Size","16","Color","Black & White","CROCHET-TAN-BIK-WHT-16","20.00"
"the-crochet-tan-bikini-bottoms-mocha-melt","The crochet tan bikini bottoms -  mocha melt","Size","4","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-4","20.00"
"the-crochet-tan-bikini-bottoms-mocha-melt","The crochet tan bikini bottoms -  mocha melt","Size","6","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-6","20.00"
"the-crochet-tan-bikini-bottoms-mocha-melt","The crochet tan bikini bottoms -  mocha melt","Size","8","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-8","20.00"
"the-crochet-tan-bikini-bottoms-mocha-melt","The crochet tan bikini bottoms -  mocha melt","Size","10","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-10","20.00"
"the-crochet-tan-bikini-bottoms-mocha-melt","The crochet tan bikini bottoms -  mocha melt","Size","12","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-12","20.00"
"the-crochet-tan-bikini-bottoms-mocha-melt","The crochet tan bikini bottoms -  mocha melt","Size","14","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-14","20.00"
"the-crochet-tan-bikini-bottoms-mocha-melt","The crochet tan bikini bottoms -  mocha melt","Size","16","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-16","20.00"
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms - lemon sorbet","Size","4","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-4","20.00"
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms - lemon sorbet","Size","6","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-6","20.00"
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms - lemon sorbet","Size","8","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-8","20.00"
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms - lemon sorbet","Size","10","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-10","20.00"
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms - lemon sorbet","Size","12","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-12","20.00"
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms - lemon sorbet","Size","14","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-14","20.00"
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms - lemon sorbet","Size","16","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-16","20.00"
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms - strawberry sorbet","Size","4","Color","Sorbet","CROCHET-TAN-BIK-SOR-4-1","20.00"
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms - strawberry sorbet","Size","6","Color","Sorbet","CROCHET-TAN-BIK-SOR-6-1","20.00"
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms - strawberry sorbet","Size","8","Color","Sorbet","CROCHET-TAN-BIK-SOR-8-1","20.00"
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms - strawberry sorbet","Size","10","Color","Sorbet","CROCHET-TAN-BIK-SOR-10-1","20.00"
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms - strawberry sorbet","Size","12","Color","Sorbet","CROCHET-TAN-BIK-SOR-12-1","20.00"
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms - strawberry sorbet","Size","14","Color","Sorbet","CROCHET-TAN-BIK-SOR-14-1","20.00"
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms - strawberry sorbet","Size","16","Color","Sorbet","CROCHET-TAN-BIK-SOR-16-1","20.00"
"the-crochet-tan-bikini-bottoms-blueberry-cream","The crochet tan bikini bottoms - blueberry cream","Size","4","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-4","22.00"
"the-crochet-tan-bikini-bottoms-blueberry-cream","The crochet tan bikini bottoms - blueberry cream","Size","6","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-6","22.00"
"the-crochet-tan-bikini-bottoms-blueberry-cream","The crochet tan bikini bottoms - blueberry cream","Size","8","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-8","22.00"
"the-crochet-tan-bikini-bottoms-blueberry-cream","The crochet tan bikini bottoms - blueberry cream","Size","10","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-10","22.00"
"the-crochet-tan-bikini-bottoms-blueberry-cream","The crochet tan bikini bottoms - blueberry cream","Size","12","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-12","22.00"
"the-crochet-tan-bikini-bottoms-blueberry-cream","The crochet tan bikini bottoms - blueberry cream","Size","14","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-14","22.00"
"the-crochet-tan-bikini-bottoms-cherry-blush","The crochet tan bikini bottoms - cherry swirl","Size","4","Color","Blush","CROCHET-TAN-BIK-BLU-4","22.00"
"the-crochet-tan-bikini-bottoms-cherry-blush","The crochet tan bikini bottoms - cherry swirl","Size","6","Color","Blush","CROCHET-TAN-BIK-BLU-6","22.00"
"the-crochet-tan-bikini-bottoms-cherry-blush","The crochet tan bikini bottoms - cherry swirl","Size","8","Color","Blush","CROCHET-TAN-BIK-BLU-8","22.00"
"the-crochet-tan-bikini-bottoms-cherry-blush","The crochet tan bikini bottoms - cherry swirl","Size","10","Color","Blush","CROCHET-TAN-BIK-BLU-10","22.00"
"the-crochet-tan-bikini-bottoms-cherry-blush","The crochet tan bikini bottoms - cherry swirl","Size","12","Color","Blush","CROCHET-TAN-BIK-BLU-12","22.00"
"the-crochet-tan-bikini-bottoms-cherry-blush","The crochet tan bikini bottoms - cherry swirl","Size","14","Color","Blush","CROCHET-TAN-BIK-BLU-14","22.00"
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top - black & white","Size","4","Color","Black & White","CROCHET-TAN-BIK-WHT-4-1","22.00"
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top - black & white","Size","6","Color","Black & White","CROCHET-TAN-BIK-WHT-6-1","22.00"
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top - black & white","Size","8","Color","Black & White","CROCHET-TAN-BIK-WHT-8-1","22.00"
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top - black & white","Size","10","Color","Black & White","CROCHET-TAN-BIK-WHT-10-1","22.00"
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top - black & white","Size","12","Color","Black & White","CROCHET-TAN-BIK-WHT-12-1","22.00"
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top - black & white","Size","14","Color","Black & White","CROCHET-TAN-BIK-WHT-14-1","22.00"
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top - black & white","Size","16","Color","Black & White","CROCHET-TAN-BIK-WHT-16-1","22.00"
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top -  mocha melt","Size","4","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-4-1","22.00"
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top -  mocha melt","Size","6","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-6-1","22.00"
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top -  mocha melt","Size","8","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-8-1","22.00"
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top -  mocha melt","Size","10","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-10-1","22.00"
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top -  mocha melt","Size","12","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-12-1","22.00"
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top -  mocha melt","Size","14","Color","Mocha Melt","CROCHET-TAN-BIK-MEL-14-1","22.00"
"the-crochet-tan-bikini-top-lemon-sorbet","The crochet tan bikini top - lemon sorbet","Size","4","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-4-2","22.00"
"the-crochet-tan-bikini-top-lemon-sorbet","The crochet tan bikini top - lemon sorbet","Size","6","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-6-2","22.00"
"the-crochet-tan-bikini-top-lemon-sorbet","The crochet tan bikini top - lemon sorbet","Size","8","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-8-2","22.00"
"the-crochet-tan-bikini-top-lemon-sorbet","The crochet tan bikini top - lemon sorbet","Size","10","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-10-2","22.00"
"the-crochet-tan-bikini-top-lemon-sorbet","The crochet tan bikini top - lemon sorbet","Size","12","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-12-2","22.00"
"the-crochet-tan-bikini-top-lemon-sorbet","The crochet tan bikini top - lemon sorbet","Size","14","Color","Lemon Sorbet","CROCHET-TAN-BIK-SOR-14-2","22.00"
"the-crochet-tan-bikini-top-strawberry-sorbet","The crochet tan bikini top - strawberry sorbet","Size","4","Color","Strawberry Sorbet","CROCHET-TAN-BIK-SOR-4-3","22.00"
"the-crochet-tan-bikini-top-strawberry-sorbet","The crochet tan bikini top - strawberry sorbet","Size","6","Color","Strawberry Sorbet","CROCHET-TAN-BIK-SOR-6-3","22.00"
"the-crochet-tan-bikini-top-strawberry-sorbet","The crochet tan bikini top - strawberry sorbet","Size","8","Color","Strawberry Sorbet","CROCHET-TAN-BIK-SOR-8-3","22.00"
"the-crochet-tan-bikini-top-strawberry-sorbet","The crochet tan bikini top - strawberry sorbet","Size","10","Color","Strawberry Sorbet","CROCHET-TAN-BIK-SOR-10-3","22.00"
"the-crochet-tan-bikini-top-strawberry-sorbet","The crochet tan bikini top - strawberry sorbet","Size","12","Color","Strawberry Sorbet","CROCHET-TAN-BIK-SOR-12-3","22.00"
"the-crochet-tan-bikini-top-strawberry-sorbet","The crochet tan bikini top - strawberry sorbet","Size","14","Color","Strawberry Sorbet","CROCHET-TAN-BIK-SOR-14-3","22.00"
"the-crochet-tan-bikini-top-blueberry-cream","The crochet tan bikini top - blueberry cream","Size","4","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-4-1","24.00"
"the-crochet-tan-bikini-top-blueberry-cream","The crochet tan bikini top - blueberry cream","Size","6","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-6-1","24.00"
"the-crochet-tan-bikini-top-blueberry-cream","The crochet tan bikini top - blueberry cream","Size","8","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-8-1","24.00"
"the-crochet-tan-bikini-top-blueberry-cream","The crochet tan bikini top - blueberry cream","Size","10","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-10-1","24.00"
"the-crochet-tan-bikini-top-blueberry-cream","The crochet tan bikini top - blueberry cream","Size","12","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-12-1","24.00"
"the-crochet-tan-bikini-top-blueberry-cream","The crochet tan bikini top - blueberry cream","Size","14","Color","Blueberry Cream","CROCHET-TAN-BIK-CRE-14-1","24.00"
"the-crochet-tan-bikini-top-cherry-blush","The crochet tan bikini top - cherry swirl","Size","4","Color","Blush","CROCHET-TAN-BIK-BLU-4-1","24.00"
"the-crochet-tan-bikini-top-cherry-blush","The crochet tan bikini top - cherry swirl","Size","6","Color","Blush","CROCHET-TAN-BIK-BLU-6-1","24.00"
"the-crochet-tan-bikini-top-cherry-blush","The crochet tan bikini top - cherry swirl","Size","8","Color","Blush","CROCHET-TAN-BIK-BLU-8-1","24.00"
"the-crochet-tan-bikini-top-cherry-blush","The crochet tan bikini top - cherry swirl","Size","10","Color","Blush","CROCHET-TAN-BIK-BLU-10-1","24.00"
